experiment,exp_type,strain,temperature,salinity_m,reading,day,st,od,od1,od2,od3,baseline_st,delta_gamma,delta_gamma_OD,wgs_code,species,environment,has_lipopeptide_bgc,bgc_type_lipopeptide,has_wgs
exp11,temp_salinity,H2E-10C,4°C,1,NA,NA,61.87,0.041666666666666664,0.04,0.042,0.043,69.9,8.030000000000008,192.7200000000002,A6,P. frigoritolerans,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H2E-10C,4°C,1.5,NA,NA,66.78,0.04466666666666667,0.042,0.05,0.042,69.92,3.1400000000000006,70.29850746268657,A6,P. frigoritolerans,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5B,15°C,0.5,NA,NA,58.37,0.3516666666666666,0.347,0.351,0.357,69.47,11.100000000000001,31.563981042654035,A10,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5B,15°C,1,NA,NA,61.22,0.20433333333333334,0.204,0.205,0.204,69.75,8.530000000000001,41.745513866231654,A10,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5B,15°C,1.5,NA,NA,62.3,0.13833333333333334,0.136,0.134,0.145,69.68,7.38000000000001,53.34939759036151,A10,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5G,15°C,0.5,NA,NA,57.33,0.375,0.371,0.36,0.394,69.54,12.210000000000008,32.560000000000024,A7,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5G,15°C,1,NA,NA,59.68,0.25466666666666665,0.267,0.226,0.271,69.74,10.059999999999995,39.5026178010471,A7,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5G,15°C,1.5,NA,NA,58.98,0.266,0.281,0.247,0.27,69.71,10.729999999999997,40.33834586466164,A7,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H2E-10C,15°C,0.5,NA,NA,63.09,0.35566666666666663,0.346,0.36,0.361,69.46,6.36999999999999,17.910028116213656,A6,P. frigoritolerans,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H2E-10C,15°C,1,NA,NA,64.34,0.19733333333333336,0.194,0.209,0.189,69.89,5.549999999999997,28.124999999999982,A6,P. frigoritolerans,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H2E-10C,15°C,1.5,NA,NA,62.18,0.043000000000000003,0.047,0.04,0.042,69.98,7.800000000000004,181.39534883720938,A6,P. frigoritolerans,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5B,30°C,0.5,NA,NA,63.16,0.25666666666666665,0.254,0.256,0.26,NA,NA,NA,A10,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5B,30°C,1,NA,NA,62.91,0.10633333333333334,0.108,0.105,0.106,NA,NA,NA,A10,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5B,30°C,1.5,NA,NA,63.23,0.11566666666666665,0.116,0.118,0.113,NA,NA,NA,A10,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5G,30°C,0.5,NA,NA,61.19,0.41900000000000004,0.422,0.436,0.399,NA,NA,NA,A7,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5G,30°C,1,NA,NA,61.28,0.265,0.284,0.258,0.253,NA,NA,NA,A7,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5G,30°C,1.5,NA,NA,60.84,0.18733333333333335,0.185,0.203,0.174,NA,NA,NA,A7,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H2E-10C,30°C,0.5,NA,NA,59.84,0.332,0.334,0.335,0.327,NA,NA,NA,A6,P. frigoritolerans,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H2E-10C,30°C,1,NA,NA,58.81,0.14400000000000002,0.141,0.126,0.165,NA,NA,NA,A6,P. frigoritolerans,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H2E-10C,30°C,1.5,NA,NA,61.26,0.051,0.064,0.046,0.043,NA,NA,NA,A6,P. frigoritolerans,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5B,4°C,0.5,NA,NA,69.42,0.04700000000000001,0.043,0.05,0.048,69.71,0.28999999999999204,6.1702127659572765,A10,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5B,4°C,1,NA,NA,69,0.057999999999999996,0.061,0.053,0.06,69.94,0.9399999999999977,16.2068965517241,A10,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5B,4°C,1.5,NA,NA,69.56,0.05266666666666667,0.053,0.049,0.056,69.78,0.21999999999999886,4.1772151898733965,A10,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5G,4°C,0.5,NA,NA,68.31,0.041,0.038,0.044,0.041,69.89,1.5799999999999983,38.53658536585362,A7,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5G,4°C,1,NA,NA,69.16,0.04733333333333333,0.038,0.05,0.054,69.68,0.5200000000000102,10.985915492957963,A7,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5G,4°C,1.5,NA,NA,68.2,0.043333333333333335,0.04,0.029,0.061,69.83,1.6299999999999955,37.61538461538451,A7,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H2E-10C,4°C,0.5,NA,NA,59.27,0.13833333333333334,0.145,0.134,0.136,69.51,10.240000000000002,74.02409638554218,A6,P. frigoritolerans,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H2E-10C,4°C,1,NA,NA,57.41,0.05433333333333334,0.061,0.047,0.055,69.9,12.490000000000009,229.87730061349708,A6,P. frigoritolerans,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H2E-10C,4°C,1.5,NA,NA,64.59,0.06366666666666666,0.057,0.064,0.07,69.92,5.329999999999998,83.71727748691097,A6,P. frigoritolerans,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5B,15°C,0.5,NA,NA,56.48,0.4646666666666666,0.469,0.501,0.424,69.47,12.990000000000002,27.955523672883796,A10,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5B,15°C,1,NA,NA,58.94,0.27199999999999996,0.271,0.286,0.259,69.75,10.810000000000002,39.74264705882354,A10,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5B,15°C,1.5,NA,NA,59.81,0.17533333333333334,0.176,0.183,0.167,69.68,9.870000000000005,56.29277566539926,A10,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5G,15°C,0.5,NA,NA,59.25,0.40299999999999997,0.386,0.409,0.414,69.54,10.290000000000006,25.53349875930523,A7,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5G,15°C,1,NA,NA,60.29,0.3016666666666667,0.319,0.304,0.282,69.74,9.449999999999996,31.325966850828713,A7,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5G,15°C,1.5,NA,NA,60.91,0.29200000000000004,0.265,0.311,0.3,69.71,8.799999999999997,30.13698630136985,A7,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H2E-10C,15°C,0.5,NA,NA,66.59,0.39566666666666667,0.401,0.389,0.397,69.46,2.8699999999999903,7.2535804549283664,A6,P. frigoritolerans,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H2E-10C,15°C,1,NA,NA,66.22,0.26033333333333336,0.245,0.259,0.277,69.89,3.6700000000000017,14.097311139564665,A6,P. frigoritolerans,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H2E-10C,15°C,1.5,NA,NA,64.94,0.04633333333333334,0.055,0.039,0.045,69.98,5.040000000000006,108.7769784172663,A6,P. frigoritolerans,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5B,30°C,0.5,NA,NA,66.11,0.296,0.304,0.285,0.299,NA,NA,NA,A10,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5B,30°C,1,NA,NA,65.97,0.17299999999999996,0.181,0.166,0.172,NA,NA,NA,A10,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5B,30°C,1.5,NA,NA,67.56,0.18433333333333332,0.187,0.19,0.176,NA,NA,NA,A10,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5G,30°C,0.5,NA,NA,65.88,0.4326666666666667,0.408,0.463,0.427,NA,NA,NA,A7,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5G,30°C,1,NA,NA,65.14,0.2933333333333333,0.239,0.324,0.317,NA,NA,NA,A7,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H5G,30°C,1.5,NA,NA,66.39,0.25166666666666665,0.24,0.284,0.231,NA,NA,NA,A7,B. thuringiensis,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H2E-10C,30°C,0.5,NA,NA,63.04,0.399,0.38,0.401,0.416,NA,NA,NA,A6,P. frigoritolerans,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H2E-10C,30°C,1,NA,NA,61.6,0.21733333333333335,0.199,0.234,0.219,NA,NA,NA,A6,P. frigoritolerans,Qaidam,FALSE,NA,TRUE
exp11,temp_salinity,H2E-10C,30°C,1.5,NA,NA,62.98,0.053,0.052,0.058,0.049,NA,NA,NA,A6,P. frigoritolerans,Qaidam,FALSE,NA,TRUE
